Asteroid name,Reason for name,Category
(3529) Dowling,"",""
(24027) Downs,"Karen Downs mentored a finalist in the 2007 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition.  She teaches at the Southfield School, Shreveport, Louisiana.","education:person;"
(45073) Doyanrose,"Doyan Rose Ruthroff (1923-1974) was the discoverer's mother. "Remember I am with you always, to the very end of the age."",""
(90817) Doylehall,"Doyle Hall is an astronomer and a key member of the Air Force Maui and Supercomputing (AMOS) team, which supports a number of minor planet programs, including JPL's Near-Earth Asteroid Tracking program.",""
(24124) Dozier,"Benjamin Edward Dozier (b. 1989) is a finalist in the 2008 Intel Science Talent Search (STS), a science competition for high school seniors, for his mathematics project.  He attends the Los Alamos High School, Los Alamos, New Mexico.","education:person;"
(17602) Dr. G.,"Stephen Gottesman (b. 1939), a radio astronomer at the University of Florida for 35 years, was an advisor to 15 students and a teacher and friend to many others.  His research involved galactic structure and dynamics, but his celestial namesake honors the endless enthusiasm and respect "Dr. G." afforded his students.",""
(22725) Drabble,"English writer Margaret Drabble (b. 1939) has, among other works, published seventeen novels, has edited The Oxford Companion to English literature and is a biographer of Arnold Bennett and Angus Wilson.  She became a Dame Commander of the Order of the British Empire in 2008.",""
(12498) Dragesco,"Jean Dragesco (b. 1920) is an accomplished biologist and amateur astronomer.  For many years, using various telescopes, he worked in Africa, where he made exquisite high-resolution photographs of the solar system that have inspired many amateur astronomers around the world.","science:person;"
(25115) Drago,"Claire Elizabeth Drago (b. 1992) was awarded second place in the 2008 Intel International Science and Engineering Fair for her behavioral and social sciences team project.  She attends the Manhasset High School, Manhasset, New York, U.S.A.","education:person;"
(9022) Drake,"Michael J. Drake (b. 1946), popular director of the University of Arizona's Lunar and Planetary Laboratory and president of the Meteoritical Society, is a professor and researcher in cosmochemistry and geochemistry who studies the evolution of the earth, moon, igneous meteorites and other terrestrial planetary bodies.","science:person;"
(620) Drakonia,"",""
(13122) Drava,"The Drava is a major tributary of the Danube river.  It flows from its source in the Italian Alps, through the Austrian federal states of Tirol and K&auml;rnten.  Huns and Slavs invaded the Alpine countries through its valley.",""
(6488) Drebach,"",""
(27974) Drejsl,"Radim Drejsl (1923-1953), one of the most talented Czech composers of his day, brought the Army Artistic Ensemble to the highest level before his untimely death.",""
(263) Dresda,"",""
(3053) Dresden,"",""
(15359) Dressler,"Burkhard Dressler (b. 1939) is a Canadian geologist who has made significant contributions to the field of impact cratering with meticulous field observations at Sudbury, State Islands, Manicouagan and Ries. He documented the core samples from the Chicxulub impact crater that led to confirming the KT age of this feature.",""
(23452) Drew,"Drew Barringer (b. 1946) is president of the Barringer Crater Company, which owns and maintains the meteorite crater in Arizona, first claimed and developed by his grandfather as an iron mining prospect.  Today this company supports research and education in impact cratering and meteorite studies.",""
(28707) Drewbecker,"Drew William Becker (b. 2000) is a finalist in the 2013 Broadcom MASTERS, a math and science competition for middle school students, for his environmental sciences project.  He attends the Rocky Mountain Middle School, Heber City, Utah.","education:person;"
(25551) Drewhall,"Drew Hall (b. 1982), together with Richard Gaster, a fellow student at Stanford University, won the "Change the World" competition, arranged by the IEEE presidents in conjunction with the organization's 125th anniversary in 2009.  Their winning project was entitled "Nanolab: A Handheld Diagnostic Laboratory".",""
(4536) Drewpinsky,"David Drew Pinsky ("Dr. Drew", b. 1958) cohosts Loveline, a syndicated radio program that dispenses medical and relationship advice to millions of listeners.  He has also written a book detailing his experiences in treating patients at an addiction rehab clinic.  The name was suggested by T. Burbine.",""
(6317) Dreyfus,"",""
(4009) Drobyshevskij,"",""
(5442) Drossart,"",""
(12240) Droste-Hulshoff,"Annette Freiin von Droste-H&uuml;lshoff (1797-1848) was one of the most prominent German poets of her time.  Her poems are frequently rooted in the landscape of her Westphalian home.   Her prose writing in  part anticipates civic realism in Germany.  Her later work culminated in the poems Mondesaufgang and Durchwachte Nacht.",""
(18334) Drozdov,"Nikolaj Nikolaevich Drozdov (b. 1937) is a Russian professor of biology and the author and chief producer of very popular TV program V mire zhivotnykh ("In the World of Animals").",""
(4671) Drtikol,"Named in memory of Franti&#353;ek Drtikol (1883-1961), outstanding Czech photographer well-known for his black-and-white portraits in the Art Nouveau style and fine-art nude studies using geometric patterns of shadows and light.  Name suggested by M. Tichy.",""
(3273) Drukar,"",""
(9705) Drummen,"Since 1975, Mat Drummen (b. 1945) has been director of "de Koepel", the Dutch center for dissemination of information on astronomy, space science and meteorology.  He is author of the annual Sterrengids and coeditor of the Dutch popular journal Zenit.  The name was suggested by C. de Jager.",""
(4693) Drummond,"",""
(3804) Drunina,"",""
(4970) Druyan,"",""
(1621) Druzhba,"",""
(18278) Drymas,"Drymas was a king of Phrygia and father of Priam's second wife Hekabe (in Latin, Hecuba).",""
(314082) Dryope,"Dryope was the daughter of King Dryops.  She became the lover of Apollo. Her son Amphissus built a temple in honor of his father on Mount Oeta, not far from the Pass of the Thermopylae.",""
(5678) DuBridge,"",""
(16271) Duanenichols,"Named in honor of Duane Nichols for mentoring a finalist in the 2002 Intel Science Talent Search, a science competition for high school seniors. Nichols is a teacher at the Alhambra High School, Alhambra, California.","education:person;"
(25689) Duannihuang,"Duanni Huang (b. 1990) was awarded first place in the 2009 Intel International Science and Engineering Fair for his physics team project.  He attends the La Cueva High School, Albuquerque, New Mexico, U.S.A.","education:person;"
(1167) Dubiago,"",""
(6359) Dubinin,"Named in honor of Yurij Vladimirovich Dubinin (b. 1930), Russian diplomat, scientist, author and translator of several books from the French.",""
(9515) Dubner,"Gloria Dubner (b. 1950) has conducted most of her professional work at the Argentinian Institute of Radioastronomy and at the Argentinian Institute of Astronomy and Physics.  Her main field of research is supernova remnants, an area to which she has contributed over 120 refereed papers.",""
(206241) Dubois,"Dutch anatomist, surgeon and paleontologist Marie Eug&egrave;ne Fran&ccedil;ois Thomas Dubois (1858-1940) was the "founding father" of palaeoanthropology. His dedicated search culminated in 1891 with the discovery of the first Homo erectus fossils in a bank of the Solo river near Trinil, Java.  The name was suggested by M. Langbroek.",""
(2312) Duboshin,"",""
(11621) Duccio,"Duccio Bartolini (b. 1976) is the younger son of the first discoverer.",""
(6221) Ducentesima,"The naming commemorates the 200th Klet numbered minor planet.  Its Latin name was inspired by classical female names from the pioneer days of the searching for minor planets in the nineteenth century.  Name suggested by J. Ticha.",""
(400) Ducrosa,"",""
(13059) Ducuroir,"Amateur astronomer Marc Ducuroir (1932-2003), secretary of the Soci&eacute;t&eacute; Royale Belge d&acute;Astronomie during 1968-1977, participated in nine eclipse expeditions.  His enthusiasm and sense of humor were much appreciated.  He built a 0.15-m astrograph, now at the Peiresc Observatory, near St. Hubert, Belgium.",""
(9737) Dudarova,"Named in honor of Veronica Borisovna Dudarova (b. 1916), the only woman conductor in Russia.  She is a People's Artist of the U.S.S.R. (1977) and the state prize laureate of Russia (1980).  She was artistic director and principal conductor of the Moscow State Symphony Orchestra from 1960 to 1989 and has been artistic director and principal conductor of the Veronica Dudarova Orchestra since 1991.  Her innovative interpretations of such large musical forms as symphonies and oratorios with choruses has defined her contribution to Russian art.  Name suggested by G. V. Sviridov and S. P. Kapitza and supported by the discoverer.",""
(26119) Duden,"Philologist Konrad Duden (1829-1911), for a time a schoolmaster in Thuringia, was renowned for his trailblazing Orthographisches W&ouml;rterbuch der deutschen Sprache (1880).  The "Duden", which has since gone through more than 20 revised editions, is the basis for uniform orthography in the German-speaking world.",""
(8470) Dudinskaya,"Ballerina Natalia Mikhailovna Dudinskaya (b. 1912) was a soloist with the Kirov Theatre of Opera and Ballet at Leningrad from 1931 to 1962.  A People's artist of the U.S.S.R., she was dedicated to the traditions of Russian classical ballet.",""
(3270) Dudley,"",""
(20469) Dudleymoore,"Pint-sized british comedy actor and musician, Dudley Moore (1935-2002) collaborated with Peter Cook and others to help create the 1960's satire boom that has been reverberating ever since. "Pete and Dud" are fondly remembered for their obtuse dialogues in guise as working-class lads in raincoats.",""
(8795) Dudorov,"Alexander Egorovich Dudorov (b. 1946) is an astrophysicist at Chelyabinsk State University whose research includes the theory of star formation in magnetized molecular clouds.  He played a leading role in the field study of the Chelyabinsk airburst.","science:person;"
(564) Dudu,"",""
(367943) Duende,"The Duende are a race of fairy or goblin-like mythological creature from Iberian folklore. They live inside the walls of homes, especially in the bedroom walls of young children.",""
(9327) Duerbeck,"Hilmar W. Duerbeck (b. 1948) is an astronomer working at Hoher List (Bonn), Muenster (Westphalia) and Brussels. His research is primarily directed toward eclipsing binary and variable stars (dwarf novae). He is also author of the Reference Catalogue of Galactic Novae.",""
(15338) Dufault,"Named in honor of Michele Dufault (1988-2011), an outstanding astronomy and physics student at Yale College who died in an accident just weeks before graduation.  Michele was passionate about science and about encouraging others, especially young women, to pursue science careers.  Citation by M. Urry.",""
(3781) Dufek,"",""
(8797) Duffard,"Rene Duffard (b. 1971) is a postdoctoral research scientist at the Instituto Astrofisica Andalucia in Granada, Spain.  He performs photometric and spectroscopic measurements of near-Earth and main-belt minor planets, Centaurs and trans-Neptunian objects.",""
(5169) Duffell,"",""
(1961) Dufour,"",""
(110289) Dufu,"Du Fu (712-c. 770) was a prominent Chinese poet of the Tang Dynasty. Along with Li Bai, he is frequently called the greatest of the Chinese poets.",""
(2772) Dugan,"",""
(19617) Duhamel,"Jean-Maria-Constant Duhamel (1797-1872) was a French applied mathematician who introduced a method to study the propagation of heat in solids with variable boundary temperatures.  A generalization of this method is referred to as the Duhamel principle.",""
(20037) Duke,"Michael B. Duke (b. 1935) is a scholar of distinction on lunar, Mars and meteorite research, with a broad perspective and knowledge of the history of space exploration.  Curator of the lunar samples returned from the moon, he moved on to become chief of the Lunar and Planetary Sciences Division of the Johnson Spacecraft Center.","science:person;"
(20218) Dukewriter,"Duke Writer mentored a finalist in the 2012 Intel Science Talent Search, a science competition for high-school seniors.  He teaches at the Loudoun County Academy of Science, Sterling, Virginia.","education:person;"
(571) Dulcinea,"",""
(10991) Dulov,"Professor Viktor Georgievich Dulov (1929-2001) was known for his work in theoretical gas dynamics and applied mathematics.  He worked at Krasnoyarsk Computation Center, at Novosibirsk Institute of Theoretical and Applied Mechanics and at St. Petersburg University.",""
(9059) Dumas,"Alexandre Dumas (1802-1870), the grandson of a French marquis and the son of a French general in Napoleon's army, is a very well known writer.  Who has not heard of or read his novels Le Comte de Monte Cristo and Les trois Mousquetaires?",""
(43667) Dumlupinar,"On 1953 Apr. 4 the Turkish submarine Dumlup{i}nar collided with the Swedish freighter Naboland and sank while crossing the Dardanelles.  All 81 men aboard the submarine died in the accident.",""
(9554) Dumont,"Meudon mathematician and astronomer Simone Dumont (b. 1924) has studied T Tauri stars, active galaxies, radiative transfer and the history of astronomy.  Modest and tactful, she was editor of L&acute;Astronomie for several years.  The citation was prepared by R. Chemin and C. Pollas.",""
(23617) Duna,"The Duna is the ancient name of the Daugava river, upon which the Latvian capital of Riga has been built.  With a total length of 1020 km, it has its source in the Valdai hills of Russia, flows also through Belarus and drains into the Gulf of Riga, a bay of the Baltic Sea.",""
(4306) Dunaevskij,"",""
(1962) Dunant,"",""
(3718) Dunbar,"",""
(2753) Duncan,"",""
(28493) Duncan-Lewis,"Christopher Anthony Duncan-Lewis (b. 1992) was awarded second place in the 2011 Intel International Science and Engineering Fair for his medicine and health sciences project.  He attends the Winter Springs High School, Winter Springs, Florida, U.S.A.","education:person;"
(3368) Duncombe,"",""
(3123) Dunham,"",""
(4273) Dunhuang,"Dunhuang city, located in the northwest of China, was of strategic importance on the ancient Silk Road and as a metropolis for the exchange of culture between east and west in the Han and Tang dynasties.  The Mogoa Grotto in Dunhuang is one of the largest well-preserved treasure houses of the world's Buddhist art.",""
(19694) Dunkelman,"Lawrence Dunkelman (b. 1917), of the Naval Research Laboratory and NASA Goddard Space Flight Center, measured the solar near-ultraviolet spectral distribution from Mt. Lemmon in 1952 and helped advise the Mercury astronauts on observations of the upper atmosphere and space phenomena from orbit.","science:person;"
(6865) Dunkerley,"",""
(3291) Dunlap,"",""
(13849) Dunn,"Named in honor of Deborah A. Dunn for mentoring a finalist in the 2001 Discovery Young Scientist Challenge (DYSC), a middle school science competition.  Dunn is a teacher at the Mesa Union Junior High School, Somis, California.","education:person;"
(13376) Dunphy,"Desmond Plunket Dunphy (1920-1998) was an Irish medical doctor.  In a career lasting from 1945 to 1980 he patiently and diligently tended many tens of thousands of patients, both in Ireland and later in family practice in England.  During the last decade of his life he provided much inspiration and encouragement to the discoverer.",""
(26298) Dunweathers,"Duncan Weathers mentored a finalist in the 2010 Intel Science Talent Search (STS), a science competition for high school seniors.  He teaches at the Texas Academy of Mathematics &amp; Science, Denton, Texas.","education:person;"
(29825) Dunyazade,"Dunyazade was the sister of the master story-teller of the 1001 Arabian Nights.",""
(18579) Duongtuyenvu,"Duong Tuyen Vu (b. 1933) works at the Paris Institut de M&eacute;canique C&eacute;leste on ephemerides of natural satellites.  He wrote a complete package for the motions of Jupiter's Galilean satellites, which is one of the most difficult problems in celestial mechanics.",""
(1338) Duponta,"",""
(214485) Dupouy,"Philippe Dupouy (b. 1952) founded the Observatoire de Dax in 1978.  A genius handyman, he built a planetarium showing more than 1000 stars and had a key role in developing the T60 telescope at Pic du Midi.  With Michel Meunier, he was the first amateur to discover a comet (C/1997 J2) using a remote-control telescope.",""
(13031) Durance,"The Durance, a river in southeastern France, has its source in the Alps. Flowing through the d&eacute;partements of Haute-Alpes, Haute-Provence and Vaucluse, it passes the cities of Sisteron, Manosque and Cavaillon, finally meeting the Rh&ocirc;ne river near Avignon.",""
(11499) Duras,"Marguerite Duras (Donnadieu, 1914-1996), French novelist, became internationally known for the screenplay of Hiroshima mon amour (1959).  Her semi-autobiographical novel L&acute;Amant was nominated for the Prix Goncourt in 1984.",""
(4389) Durbin,"",""
(6141) Durda,"Named in honor of Daniel D. Durda, who has studied the generation and evolution of dust from and the size distribution of minor planets. As a member of the Galileo imaging team, he has carried out fragmentation studies of minor planets and a detailed analysis of the formation of their satellites---in particular, of (243) Ida's moon Dactyl.  An avid pilot, he is also a noted astronomical artist whose paintings are inspired by his scientific work.",""
(21888) Durech,"Josef Durech (b. 1974), of the Astronomical Institute, Charles University, in Prague, has provided lightcurve inversion models for dozens of minor planets (including detection of the YORP effect), written public-domain software for lightcurve inversion and contributed to amateur-professional collaboration.",""
(306019) Duren,"Riley Duren (b. 1968) is an American systems engineer who studies climate change. He served as the Chief Engineer for NASA's Kepler mission and the lead of the Shuttle Radar Topography Mission's metrology system.",""
(3104) Durer,"",""
(157494) Durham,"Steve Durham (b. 1951) and his wife Marge (b. 1948) have worked tirelessly to promote astronomy to people living in the Adirondack Mountains.  Using binoculars and telescopes, the couple has inspired hundreds of young people to look toward the night sky.",""
(5567) Durisen,"Richard H. Durisen (b. 1946), on the faculty of Indiana University, has applied dynamical simulations to star and planet formation, the structure and stability of astrophysical disks and planetary ring systems, and he has used numerical hydrodynamics techniques to study gravitational instabilities in disks around young stars.","science:person;"
(10330) Durkheim,"&Eacute;mile Durkheim (1858-1917) was convinced that ethical and social structures were endangered by the advent of technology and mechanization. In 1895 he proposed an educational reform, Les R&egrave;gles de la m&eacute;thode sociologique, that could avoid the perils of social disconnectedness.",""
(2231) Durrell,"",""
(14041) Durrenmatt,"The Swiss dramatist and narrative writer Friedrich D&uuml;rrenmatt (1921-1990) was honored with many literary awards.   He wrote about the contradictions and self-delusions of his time satirically, with grotesque and horrible bents.  Der Besuch der alten Dame and Die Physiker had worldwide success.",""
(14054) Dusek,"Ji&#345;&iacute; Du&#353;ek (b. 1971) is an astronomer at the Nicolas Copernicus Observatory and Planetarium in Brno.  He is one of the founders of the Czech Internet astronomical newspaper IAN and is well known for his long-term interest in the &Uacute;pice youth astronomy camps and other educational projects.","science:person;"
(23944) Dusser,"French amateur astronomer Raymond Dusser (1933-2006) devoted himself to the observation of occultations and was tightly involved in the organization of the European Asteroidal Occultations Network.  A keen observer, he was also a jazz music specialist.",""
(209148) Dustindeford,"Dustin DeFord (1989-2013) was one of the 19 elite Prescott's Granite Mountain Hotshot firefighters who lost their lives battling a blaze on a ridge in Yarnell, AZ. Crews such as the Hotshots are connected to astronomy through their brave efforts to protect forests and the observatories within them from fire threats.",""
(20482) Dustinshea,"Dustin James Shea (b. 1991) is a finalist in the 2004 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition, for his behavioral science project.  He attends the Our Saviour School, Jacksonville, Illinois.","education:person;"
(246842) Dutchstapelbroek,"Maryn `Dutch' Stapelbroek (b. 1947) is a physicist specializing in infrared and visible light-detector design and construction.  He was the lead architect of the Wide-field Infrared Survey Explorer's long-wavelength detector arrays.",""
(20272) Duyha,"Duy Minh Ha (b. 1985) is a finalist in the 2004 Intel Science Talent Search, a science competition for high school seniors, for his medicine and health project.  He attends the Ulysses S. Grant High School, Portland, Oregon.","education:person;"
(23322) Duyingsewa,"Du Ying Sewa (b. 1989) was awarded second place in the 2007 Intel International Science and Engineering Fair for her cellular and molecular biology team project.  She attends the National Junior College, Singapore.","education:person;"
(2055) Dvorak,"",""
(22249) Dvorets Pionerov,"Moscow City Palace of Youth Creativity (Dvorets pionerov) was founded in 1936.  Nowadays some 15~000 children study annually in the Palace, where they are freely engaged in art and sport, scientific and technical creativity. Among its former pupils there are many well known sportsmen, actors and scientists.",""
(16241) Dvorsky,"Named in honor of Mary Ann Dvorsky for mentoring a finalist in the 2002 Intel Science Talent Search, a science competition for high school seniors. Dvorsky is a teacher at the Montgomery Blair High School, Silver Spring, Maryland.","education:person;"
(173395) Dweinberg,"David Weinberg (b. 1963) is an American astronomer known for theoretical interpretation of observed galaxy clustering.  He was an early contributor to the Sloan Digital Sky Survey, the Project Spokesperson for SDSS-II, and the Project Scientist for SDSS-III.",""
(9497) Dwingeloo,"The Dwingeloo 25-m radio telescope in The Netherlands supported investigations of the 21-cm emission from hydrogen in our Galaxy. Its principal contributions include the discoveries of the 3-kpc arm and the high-velocity-cloud phenomenon, as well as studies of the galactic center. The name was suggested by W. A. Froger.",""
(2591) Dworetsky,"",""
(27347) Dworkin,"Jason Dworkin (b. 1969) is the Project Scientist for the OSIRIS-REx Asteroid Sample Return Mission. He also leads the contamination control team for OSIRIS-REx. He is a distinguished astrochemist known for his work on characterizing prebiotic molecules from primitive meteorites.",""
(2048) Dwornik,"",""
(4005) Dyagilev,"",""
(20207) Dyckovsky,"Ari Misha Dyckovsky (b. 1993) is a finalist in the 2012 Intel Science Talent Search, a science competition for high-school seniors, for his physics and space-science project.  He attends the Loudoun County Academy of Science, Sterling, Virginia.","education:person;"
(78434) Dyer,"Alan Dyer (b. 1953) is program producer at the Calgary Science Centre and one of Canada's best-known astronomy writers.  He is widely regarded as an authority on commercial telescopes, and his evaluations appear regularly in major North American astronomy magazines.  He is also an accomplished astrophotographer.",""
(13733) Dylanyoung,"Dylan Howard Young (b. 1988) is a finalist in the 2002 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition, for his biochemistry, medicine, health, and microbiology project.  He attends the Hastings Middle School, Upper Arlington, Ohio.","education:person;"
(200) Dynamene,"",""
(71489) Dynamocamp,"Dynamo Camp is the Italian location of the Hole in the Wall Association, a non-profit organisation that works around the world to promote and operate free summer camps specially designed for children with serious and chronic illnesses.  This special camp is located in the Tuscany region near the San Marcello Pistoiese Observatory.",""
(1241) Dysona,"",""
(7318) Dyukov,"Vitalij Petrovich Dyukov (b. 1945), a professor at the Siberian State Geodesy Academy in Novosibirsk, is a specialist on the earth's gravitational field and author of more than ten textbooks for students.",""
(3082) Dzhalil,"",""
(2756) Dzhangar,"",""
(3170) Dzhanibekov,"",""
(3687) Dzus,"",""
(5001) EMP,"",""
(229777) ENIAC,"ENIAC was the first general-purpose electronic computer, a Turing-complete, digital computer capable of being reprogrammed to solve a full range of computing problems.",""
(9950) ESA,"ESA is an acronym for the European Space Agency.  This agency, formed in 1974, manages impressive scientific missions devoted to the exploration of the solar system and the advancement of astronomy. The name was suggested by J.-L. Heudier.",""
(6191) Eades,"",""
(114156) Eamonlittle,"An astronomer at Queen's University, Belfast, and a good friend and colleague of the discoverers, Eamon Little (1966-2006) studied the collision of comet D/1993 F2 (Shoemaker-Levy) with Jupiter, before he had to finish his research prematurely owing to illness.",""
(3895) Earhart,"",""
(11691) Easterwood,"Jeffrey Michael Easterwood (b. 1985) is a finalist in the 2002 Intel International Science and Engineering Fair for his chemistry project.  He attends the Rockdale High School, Rockdale, Texas, U.S.A.","education:person;"
(1205) Ebella,"",""
(8872) Ebenum,"Named for Ebenaceae, the ebony family, with only two genera and 500 species.  Male and female flowers are usually borne on separate plants. The Dispyros genus dominates, the fruit of the Diospyros virginiana (persimmon) being good to eat.  Diospyros ebenum (Macassar ebony) is a valuable wood.",""
(7791) Ebicykl,"Ebicykl is a traditional holiday activity, since 1984, of a group of astronomers, who bike around the Czech and Slovak Republics to visit various observatories.  Ebicykl is a symbolic word combining bicycling and Ptolemaic epicycles.",""
(5134) Ebilson,"Named in honor of Elizabeth M. Bilson (b. 1937), administrative director of the Center for Radiophysics and Space Research (CRSR), Cornell University. Raised in Hungary, Bilson studied at the Sorbonne and obtained her Ph.D. in chemistry from the University of Illinois at Champaign-Urbana. She was a research associate under Thomas Gold at the CRSR from 1969 to 1983, directing the Lunar Laboratory, and she has coauthored numerous articles related to the physical properties of lunar material, in particular explaining the reason for the low albedo of the moon. She is also a very a good cook. Name proposed by B. E. Clark, and citation written by M. Bilson.",""
(36472) Ebina,"Ebina is a town in central Kanagawa Prefecture.  In the city, activities such as "Star School" and "Spaceguard Tanteidan" have contributed to the promotion of astronomical education.",""
(6308) Ebisuzaki,"Japanese astronomer Toshikazu Ebisuzaki (b. 1958) has greatly contributed to the development of the super-highspeed specialized computer GRAPE (Gravity Pipe).  Since 1999 he has been director of the advanced computing center of RIKEN, the Institute of Physical and Chemical Research.",""
(12383) Eboshi,"Eboshi-iwa is the common name of Uba Shima, located off Chigasaki beach. Kanagawa prefecture.  The name was the highest-ranked favorite supported by citizens through a questionnaire.  The Space Summit in Chigasaki selected the name on 2008 Aug. 9.",""
(58569) Eboshiyamakouen,"Eboshiyama Kouen is the name of the park in the southern part of Nanyo city, Yamagata.  It is an oasis for the citizens, and many tourists visit the park to see the cherry blossoms in the spring time.",""
(37391) Ebre,"Ebre Observatory, taking its name from a nearby river, was founded by the Jesuits in 1904 in Roquetes-Tortosa.  Since its establishment it has become very prestigious in geophysics.  The observatory's centennial is being celebrated in 2004.",""
(28524) Ebright,"Katherine Yon Ebright (b. 1993) was awarded second place in the 2011 Intel International Science and Engineering Fair for her microbiology project.  She attends the North Brunswick Township High School, North Brunswick, New Jersey, U.S.A.","education:person;"
(60558) Echeclus,"The centaur Echeclus was killed by Ampyx in the battle with the Lapiths.",""
(11887) Echemmon,"The hero Echemmon, son of the king of Troy Priamos, was killed together with his brother Chromios by Diomedes, king of Argos.  The name was suggested by the first discoverer.",""
(30708) Echepolos,"Echepolos was the first hero in the great fight after the duel of Paris against Menelaos, who was killed by Antilochos.",""
(136743) Echigo,"Echigo is a name of an old administrative area in Japan.  It was part of the main island of the present Niigata Prefecture, along the coast of the Sea of Japan.",""
(13229) Echion,"Echion was one of the Achaean warriors who entered Troy in the wooden horse.  He died when he jumped from the horse.",""
(65894) Echizenmisaki,"Echizenmisaki is a promontory in Fukui prefecture that projects into the Sea of Japan.  It is a famous tourist attraction and known for Echizen crabs.",""
(4415) Echnaton,"",""
(60) Echo,"",""
(12131) Echternach,"As assistant editor of the Dutch astronomical magazine Zenit, Dutch science writer Eddy Echternach (b. 1961) has been popularizing astronomy since the late 1980s.  He is co-author of numerous books on astronomy and astronomical exercises for use in primary and high schools.  The name was suggested by C. E. Koppeschaar.",""
(1750) Eckert,"",""
(11241) Eckhout,"As a member of a scientific expedition, Dutch painter Albert Eckhout (1610-1666) made portraits of the people who inhabited Dutch Brazil during the reign of Johan Maurits, count of Nassau-Siegen.",""
(328477) Eckstein,"Hartmut Eckstein (b. 1954) is an experienced astrophotographer at the Starkenburg Observatory, also known for his aesthetic landscape photography. His works of art have been published in several illustrated books and presented at exhibitions in Germany and Italy.  Eckstein is a teacher of mathematics and history.",""
(12391) Ecoadachi,"Adachi Ward is one of 23 wards of Tokyo and is located in a natural environment in the city.  The public administration and its inhabitants proceed together to preserve the native environment so that it may be passed to the next generation.",""
(10792) Ecuador,"Ecuador, on the west coast of South America and on the equator, is a country containing an immense variety of terrain in the coastal plain, Andes mountain ranges and Amazonian rainforest.  Cotapaxi is the world's highest active volcano.  Ecuador administers the Galapagos Islands, whose unique fauna entranced Charles Darwin.",""
(13448) Edbryce,"Actor Ed Bryce (1921-1999) played Captain Steve Strong in the 1950s TV series "Tom Corbett, Space Cadet".  He led the crew of cadets.  Ed Bryce contributed to the meteoric growth of early television and was featured in numerous shows.","tv:person;"
(413) Edburga,"",""
(673) Edda,"",""
(24005) Eddieozawa,"Eddie Ozawa mentored a finalist in the 2007 Discovery Channel Young Scientist Challenge (DCYSC), a middle school science competition.  He teaches at the St. Martin of Tours School, Los Angeles, California.","education:person;"
(2761) Eddington,"",""
(9205) Eddywally,"Named in honor of Eduard Van de Walle (b. 1930), Flemish singer known as the "Voice of Europe".  In a career that spans more than half a century, he recently scored a record sale of one million singles of his song "Ch&eacute;rie".  He is also the first well-known Western musician to sing in Chinese.  In Ertvelde (near Ghent) he operates the club "Paris-Vegas", which each weekend is visited by many fans.",""
(2541) Edebono,"",""
(14739) Edgarchavez,"Edgar Chavez (b. 1957) is an engineer who services electron microprobes at research institutions (such as the Lunar and Planetary Laboratory at the University of Arizona) used to analyze a variety of meteorites, terrestrial rocks and manmade materials.",""
(11726) Edgerton,"Harold "Doc" Eugene Edgerton (1903-1990), born in Fremont, Nebraska, was professor of electrical engineering at the Massachusetts Institute of Technology during 1928-1966.  His many inventions included the stroboscope and development of ultra high-speed photographic techniques.",""
(3487) Edgeworth,"",""
(7692) Edhenderson,"Edward P. Henderson (1898-1992) was the curator of meteorites at the Smithsonian Institution.  During his tenure, he focused on studies of iron meteorites, growth of the meteorite collection, and providing material to the scientific community.",""
(8283) Edinburgh,"Named for the historic capital city of Scotland. Long a center of learning, it became the focus of the Scottish Enlightenment in the 18th century. It is the home of the world's largest arts festival, comprising the Edinburgh International Festival and the Fringe. Edinburgh became the first UNESCO City of Literature in 2004.",""
(742) Edisona,"",""
(517) Edith,"",""
(5967) Edithlevy,"",""
(7265) Edithmuller,"",""
(6029) Edithrand,"",""
(22723) Edlopez,"As a research engineer, Edward ("Ed") B. Lopez, III (1939-2010), created the first industrial robot to automate parcel sorting. His team designed the DIAD (Delivery Information Acquisition Device), a handheld data collector used to record and transmit delivery infomation.",""
(17032) Edlu,"Edward Tsang Lu (b. 1963) is a physicist specializing in solar physics. As an astronaut, he lived on the International Space Station for six months in 2003. Lu is a cofounder of the B612 Foundation.  The name was suggested by C. R. Chapman.",""
(1341) Edmee,"",""
(12533) Edmond,"Edmond, a city in central Oklahoma, was founded on 1889 Apr. 22 in the first of the Oklahoma land runs.  It is home to the Zeno Observatory, where this minor planet was discovered.",""
(1761) Edmondson,"",""
(96193) Edmonton,"Edmonton is the capital city of the province of Alberta. It was founded in 1795 as a trading post and celebrated the centennial of its incorporation as a city in 2004. Edmonton is well-known as a cultural, government and educational center.",""
(445) Edna,"",""
(9782) Edo,"Edo is the former name for Tokyo, the capital and largest city of Japan.  Edo became the center of Japanese politics in 1603, when Tokugawa Ieyasu opened the "Edo Bakufu" shogunate there.",""
(27917) Edoardo,"Edoardo Tesi (b. 2002) is the grandson of the first discoverer.",""
(15007) Edoardopozio,"Italian biologist Edoardo Pozio (b. 1952) directs research at the Istituto Superiore di Sanit&agrave; in Rome and serves as director of the European Commission's Community Reference Laboratory of Parasites.  He is author or coauthor or more than 250 papers, most of them in the field of zoonotic parasitic diseases.",""
